"Parameter","Estimate","Posterior_SD","Lower95","Upper95","Rhat","ESS","Replicate","N","N_long","N12","N13","N23","Max_Rhat","Min_ESS","Fit_Status"
"alpha0_13",0.705227166875998,0.177718167706548,0.366903116144441,1.06802183914254,1.00001965906706,2297.46215394033,8,500,2302,230,163,121,1.01974317596593,110.324638621081,"success"
"alpha0_23",0.762579270863968,0.208385066591955,0.380235876066642,1.19457836144015,1.00054844543156,3150.64487407681,8,500,2302,230,163,121,1.01974317596593,110.324638621081,"success"
"alpha1_12",0.102645465801519,0.17622776540491,-0.252052728183037,0.439536504980598,1.00005419376867,6374.31678370555,8,500,2302,230,163,121,1.01974317596593,110.324638621081,"success"
"alpha1_13",0.11486697540181,0.290329388956667,-0.472184372953405,0.671941631103947,1.00088210905026,1982.61651363333,8,500,2302,230,163,121,1.01974317596593,110.324638621081,"success"
"alpha1_23",-0.335268030475974,0.27983358702428,-0.90711727110376,0.191646394575906,1.00083275883294,3742.25023109775,8,500,2302,230,163,121,1.01974317596593,110.324638621081,"success"
"beta0_y",2.0225010974919,0.070772706469573,1.88316997071918,2.16273169716516,1.00024747300281,2148.75612213315,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"beta1_y",0.51446726693315,0.0408627015667502,0.43128996390839,0.591691379176642,1.01838575590865,91.4883530570269,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"beta2_y",1.05631526843458,0.0693847222741357,0.920055345356726,1.18913838954429,1.0002827446092,1365.86018041445,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"sigma_b0",0.927042766459643,0.0683104480139831,0.794763824121211,1.0635261947441,1.00142482244438,1625.15038754758,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"sigma_b1",0.618037209939654,0.0274921632764368,0.566871330623427,0.675255212889112,1.00004464788829,3958.30068780078,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"rho",0.329723934936864,0.0779737541045572,0.174891773368045,0.479809185382679,1.00362798680217,2407.4484734651,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"sigma_y",1.02030178919659,0.0189239331430266,0.984118583283411,1.05823601537273,1.00024874595741,11062.9521722847,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"lambda012",0.0818366808038791,0.00617142933758785,0.0702296028063585,0.0944003071705408,1.00002542219628,10425.8476757434,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"lambda013",0.0409866128536894,0.00473939349591067,0.032141348272145,0.0506873058481784,1.00057190438195,11593.1476583881,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"lambda023",0.104925638272123,0.012304668077714,0.0818133355821295,0.130081025773311,1.00002352434882,7854.10487998738,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"gamma12",-0.455012867495068,0.0798213557405219,-0.612059009173775,-0.298517651880033,0.999999985420192,13932.6035409042,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"gamma13",0.785384657338257,0.106127949719415,0.580456395468996,0.996695157636514,1.0005978388455,9851.65053229959,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"gamma23",0.640548756631011,0.118526792348002,0.412096948878937,0.876918100236662,1.00022095972088,9976.89327494369,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"alpha0_12",0.504738236583489,0.134966614431741,0.247952495470245,0.779672441327178,1.00008161555692,3655.00147878728,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"alpha0_13",0.719235844630223,0.19464539197277,0.354214113682096,1.11946157376491,1.00109983691566,2482.48047330402,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"alpha0_23",0.855486232019598,0.206039358155348,0.480110391738104,1.2860460228019,1.0039981706012,3029.60293481379,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"alpha1_12",0.155944611719379,0.153576852983805,-0.152697766462852,0.450606421587226,1.00017078775109,4982.12457230837,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"alpha1_13",0.447681759136273,0.256549081871704,-0.0689681492853254,0.93356996396682,1.00020753898184,2047.45455339042,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"alpha1_23",0.0158990573329928,0.222687335358253,-0.437924342894012,0.435674544563681,1.00140358283704,4283.96962111172,9,500,2205,230,147,129,1.01838575590865,91.4883530570269,"success"
"beta0_y",2.00364981935603,0.0763765721830158,1.85354547083739,2.15359128681714,1.00068551932692,1892.66943016524,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"beta1_y",0.452438922012256,0.0361639382245197,0.380124005622968,0.518800781152457,1.08574519684776,118.37261293922,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"beta2_y",1.02046947252751,0.0682868624947842,0.886276302945493,1.15424421880629,1.00097366613256,1263.49245221567,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"sigma_b0",1.05557087564537,0.0705842636330981,0.919071105420531,1.19630130686904,1.00207724472441,2198.60071544125,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"sigma_b1",0.569713713541682,0.0242942800246544,0.524319063592069,0.61964920962736,1.00094721318639,8502.53210898558,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"rho",0.194760975390615,0.0816680547924178,0.0343571149901746,0.353179444158068,1.00665205652093,2805.11145300928,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"sigma_y",1.02935166377073,0.0189626280969076,0.99289875002358,1.06730872297432,1.00015759170341,11596.9262650349,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"lambda012",0.0700083304195032,0.00551214956320379,0.0596261721761166,0.0812030945309992,1.00084445395277,14732.581958175,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"lambda013",0.0425973246878315,0.00499434233608059,0.0331850168227024,0.0527076932299154,1.00016173757704,7924.12136514381,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"lambda023",0.11954939005189,0.0126023326098511,0.0961180816316317,0.145566282423761,1.00248154362192,15101.00421351,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"gamma12",-0.482939880948381,0.0716738774221537,-0.623767734576207,-0.341922724355539,1.00015689186943,23594.8777490688,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"gamma13",0.738959185315336,0.105033820010067,0.537474938923348,0.949726855129963,1.00009047841136,6667.8719768146,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"gamma23",0.470688657991361,0.109330837060645,0.259298833729339,0.6890177134405,1.00006538320944,24294.5136551105,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"alpha0_12",0.279878240486295,0.104708314405967,0.0806334818589947,0.493625116882609,1.00017178296741,4099.9453141697,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"alpha0_13",0.911187883120143,0.153179427600372,0.624326299870114,1.22922868952713,1.00021505326451,2928.28491716112,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"alpha0_23",0.291337255511305,0.172668447794628,-0.0342701123904278,0.647559521167896,1.00112019242825,4062.77948671899,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"alpha1_12",0.288594952064543,0.153720873720287,-0.0159545846405573,0.587112543919827,1.00007122555719,7005.2680668254,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"alpha1_13",0.0902654647139119,0.259582524842228,-0.422772716055066,0.597886473257579,1.00679020241565,2061.91632671878,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"alpha1_23",0.558638996064313,0.218291020941617,0.128582781953331,0.98650724129555,1.00134798384782,6648.50115507188,10,500,2194,223,161,118,1.08574519684776,118.37261293922,"success"
"beta0_y",1.93730204884964,0.0720277782554999,1.79570067669235,2.07942629950428,1.000000179411,2160.40394185795,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"beta1_y",0.50601261445402,0.0337985050120282,0.432381341248977,0.568221930858106,1.00556037603793,133.850712469128,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"beta2_y",0.997519551847902,0.068378830536553,0.864061679093194,1.13092764513104,1.00319631160822,1215.92283430148,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"sigma_b0",1.00006067612628,0.0667677246846188,0.872655270095853,1.13620713681198,1.00138834418503,2520.33684421006,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"sigma_b1",0.57779490080392,0.0245286744556682,0.532020935462194,0.628065879272959,1.0010592814905,8463.93412363231,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"rho",0.212951022890847,0.0762745042853819,0.0615528118864152,0.359627971238887,1.00237049376298,3634.68120871407,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"sigma_y",1.00067267558362,0.0183833530907299,0.965354917004247,1.03744955940032,1.00002865125621,14689.5370902725,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"lambda012",0.0751694267755269,0.00552172535219828,0.0646665337182902,0.0863401497666166,1.00001272925303,17673.0672097481,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"lambda013",0.0376916568222787,0.00436972070897984,0.0295191528508854,0.0465884176559564,1.00006801488253,12391.3321834029,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"lambda023",0.113836948519823,0.0118581197184029,0.0914325041855621,0.137922028387867,1.00002631821645,10925.4873696814,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"gamma12",-0.486521507131776,0.0727339426192334,-0.629659024812551,-0.344109438438386,1.00024469418813,19313.526456759,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"gamma13",0.846279943641854,0.106576123818674,0.639952034878041,1.05839177411921,1.00011443694616,10199.5410729716,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"gamma23",0.372172017510384,0.103999214110717,0.167347850051022,0.576114179284323,1.00014400965515,19276.7572112877,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"alpha0_12",0.325267042460824,0.106047935227019,0.122587947929431,0.538657106746257,1.00030966204818,5437.29826340851,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"alpha0_13",0.662927996451579,0.151981722213757,0.37247136991831,0.9719417411981,1.00000460693509,3425.13205753263,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"alpha0_23",0.464617340551881,0.137120357345929,0.207445786878153,0.745661025105029,1.00092724437796,5967.22072832717,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"alpha1_12",0.172360478351532,0.151972832875995,-0.130693006612574,0.463743940822129,1.00011953128114,8355.66172463105,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"alpha1_13",0.283546600335752,0.22108782731765,-0.172576394034299,0.690987900227583,1.00032361737142,2614.12934850184,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"alpha1_23",0.526237380446691,0.195844783851041,0.133827004647494,0.904635542388155,1.00010001353148,9035.72094296509,11,500,2213,232,151,136,1.00556037603793,133.850712469128,"success"
"beta0_y",1.98235166243388,0.0730235665580235,1.83816872948954,2.12490675214191,1.00051224166116,1981.31094310597,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"beta1_y",0.557329378306477,0.035650923541073,0.491185976152878,0.627230436082498,1.00859835116224,121.289006728905,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"beta2_y",1.00049769795996,0.0725354641661901,0.859337433296727,1.14410083913656,1.01163856978049,1268.6707495063,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"sigma_b0",1.00457192467269,0.0677110542694589,0.874223919347951,1.13982181904122,1.00055863336686,2133.55990826909,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"sigma_b1",0.572861254724713,0.0261396973736146,0.52402859121585,0.626585171170483,1.00026736326419,4522.6209922721,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"rho",0.260962513132317,0.0776696076614511,0.105661109678398,0.411228900719106,1.00120969960934,2944.46365436613,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"sigma_y",0.997147793154472,0.0188685176619337,0.960922855772662,1.0351133500574,1.00004551914969,12482.9302905831,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"lambda012",0.0843611131512276,0.00681317685095325,0.0715985066085773,0.0981645468650639,1.00000734842183,11091.4943283575,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"lambda013",0.0463269658686157,0.00534362313830823,0.0364259680731679,0.0573917167650431,1.00037651328165,9744.10409508723,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"lambda023",0.124218659015699,0.0135175170008464,0.0986783763804431,0.151773970400378,1.0003609640045,7330.91163498063,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"gamma12",-0.559521251000688,0.0806126660652234,-0.719769378540723,-0.402110710501064,1.00204444949257,7687.42575996533,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"gamma13",0.821280408676685,0.102873086155795,0.623861391265714,1.02550079724008,1.00180126945756,8399.96037650476,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"gamma23",0.5785918999576,0.113872503164659,0.35584211917813,0.803904000672536,1.00122009913132,14138.6780422227,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"alpha0_12",0.597076276765721,0.132558424777945,0.349694417740679,0.867971334050838,1.00015339726969,3163.45400129645,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"alpha0_13",0.760276555646859,0.156301069666814,0.464186997359258,1.07822067219171,1.00099762358465,2964.86355103881,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"alpha0_23",0.595073950966729,0.157257965406669,0.297901626734971,0.91517616694131,1.00016878880408,4442.02862680928,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"alpha1_12",-0.0479235132802992,0.18281378511569,-0.41504260052445,0.303030575784287,1.00009481818048,4240.38266216573,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"alpha1_13",0.504503815013226,0.260502251260328,-0.0251894312186372,1.00136563255152,1.00287350270963,2431.13164090357,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"alpha1_23",0.415370177707197,0.20400842536364,0.00912677469734846,0.808478662928183,1.00044174220406,5546.4504382261,12,500,2068,226,153,139,1.01163856978049,121.289006728905,"success"
"beta0_y",2.02360826548915,0.0682480555440353,1.89084316340804,2.15825855309528,1.00143975730717,2383.93275500352,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"beta1_y",0.498356258560747,0.0373881824247529,0.425559556272414,0.575704473706055,1.00143055077144,94.0667847204902,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"beta2_y",0.846665536465068,0.0614262566824229,0.726734693679685,0.968097946052487,1.00022867033044,1387.84776232111,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"sigma_b0",0.890475615070309,0.0658402973812128,0.764566036481579,1.02306466936461,1.00019593409299,1714.15268588673,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"sigma_b1",0.593231222288826,0.0253647709110218,0.54588915870211,0.644824397074803,1.00004305465944,8175.90875373869,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"rho",0.294579631663482,0.0832925166223522,0.129368382015665,0.455324154619762,1.00037108673872,2191.66701766932,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"sigma_y",1.00850493521646,0.0184959943656799,0.973198565663716,1.04539393838622,1.0003083810785,11083.6324343185,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"lambda012",0.0829264315615092,0.00630975626181979,0.0710192770547116,0.0957497407990753,1.00000442566526,14618.3740189668,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"lambda013",0.0420954523149515,0.00482574997161976,0.0329950002619347,0.0518882022101999,1.00005150468282,11565.7009193887,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"lambda023",0.106582569469681,0.0121317369677982,0.0838582629282533,0.131245231724894,1.0000532075342,8791.24042390989,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"gamma12",-0.54025532660329,0.0734175124329987,-0.683684634015084,-0.39654524818588,1.00002629701019,14740.9472344455,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"gamma13",0.750531478861657,0.101851947648996,0.553522784005498,0.954168288886863,1.00001289090638,11057.0098658149,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"gamma23",0.686792861331683,0.110533722151278,0.470912754375044,0.904978909029218,1.00003325421094,14515.4837475644,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"alpha0_12",0.505586735512048,0.135262611403844,0.250889328956659,0.78281794124252,1.00042437878326,4081.51908933686,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"alpha0_13",0.797330776054747,0.195589802977564,0.433123918139182,1.20437066583329,1.00201741998016,2518.29378563794,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
"alpha0_23",0.689034002725021,0.220564589427633,0.279578809275068,1.14344737373945,1.00052700224195,2724.65750498198,13,500,2213,237,147,125,1.00212969199815,94.0667847204902,"success"
