"N","replicate","parameter","estimate","posterior_sd","lower","median","upper","rhat","ess","censor_before_first","n12","n13","n23","converged"
500,31,"lambda013",0.0400965474925091,0.00440677038758547,0.0318638211788733,0.0399430254785143,0.0492425238889319,1.00069040053758,4598.73501524323,0.394,185,118,77,TRUE
500,31,"lambda023",0.111859213765569,0.013266612832194,0.0878535869649563,0.111382664367006,0.139604601495559,1.00029081683893,7478.1696084136,0.394,185,118,77,TRUE
500,31,"gamma12",-0.543963619481997,0.0807350909819908,-0.700759540293125,-0.544530871356862,-0.385949420097028,1.00007296440491,6045.71233439842,0.394,185,118,77,TRUE
500,31,"gamma13",0.83197632689802,0.104781016502093,0.630364139764502,0.831847651192722,1.03823517316487,1.00024204496565,4717.74293227854,0.394,185,118,77,TRUE
500,31,"gamma23",0.24831578795186,0.112738398669201,0.0290929291901915,0.248064931722948,0.473823736433322,1.00030289354943,8027.62271755761,0.394,185,118,77,TRUE
500,32,"lambda012",0.0654564238765781,0.00553845103737369,0.0551467537139259,0.0652652215079606,0.0767429969663085,1.0009958245205,6146.93710503479,0.42,172,118,76,TRUE
500,32,"lambda013",0.0382125168079117,0.0043392812562135,0.0302349187681649,0.03799793042929,0.0472119210878539,1.00016267529275,4337.66127720051,0.42,172,118,76,TRUE
500,32,"lambda023",0.110557578214377,0.0127415803773821,0.0875502718411587,0.109916851376667,0.137043662337309,1.00027827793205,8652.67925879165,0.42,172,118,76,TRUE
500,32,"gamma12",-0.691109179907584,0.0806803094233798,-0.847521524250702,-0.691179532484329,-0.534494395203388,1.00078050308274,6215.21883542762,0.42,172,118,76,TRUE
500,32,"gamma13",0.778258501623343,0.0949715625111062,0.592759972200185,0.779087443284688,0.963688741541017,1.00044526721465,4356.12700784965,0.42,172,118,76,TRUE
500,32,"gamma23",0.593932583915379,0.124634353531935,0.350090721597678,0.593210692404109,0.841068550969297,1.00031955081778,8687.60953491509,0.42,172,118,76,TRUE
500,33,"lambda012",0.088133501570991,0.00683877625552527,0.0751417131981087,0.0879435263726799,0.102015029928479,1.00000813429747,6407.60790852984,0.378,198,113,82,TRUE
500,33,"lambda013",0.0428824222034912,0.00502173157528815,0.0334953637490484,0.0427301344152991,0.0532920979800405,1.00000733194105,4439.63106601469,0.378,198,113,82,TRUE
500,33,"lambda023",0.118736477288249,0.0133661264279687,0.0939445774842762,0.118291989826042,0.1459523367627,1.00023637801976,8891.17830545873,0.378,198,113,82,TRUE
500,33,"gamma12",-0.482852254644329,0.0741622627594393,-0.627143353694437,-0.48317358214614,-0.336344992853757,1.00025658540216,6551.98129425197,0.378,198,113,82,TRUE
500,33,"gamma13",0.824251554381318,0.105918277024903,0.620698349253351,0.822517266473606,1.03731828216804,1.00007644823863,4513.88340494619,0.378,198,113,82,TRUE
500,33,"gamma23",0.556508456899453,0.132611323144118,0.301179702594248,0.556018957447904,0.821440080210756,1.00042696737167,8058.70697179227,0.378,198,113,82,TRUE
500,34,"lambda012",0.0795915994034831,0.00632379338638291,0.0676568466029184,0.0794707804955107,0.0923107638752826,1.00021113845152,7136.7935803122,0.394,185,118,95,TRUE
500,34,"lambda013",0.0436500534387385,0.00478088258947825,0.0346150036982989,0.0434843963123264,0.0533388024627576,1.00006100656039,5213.3675915136,0.394,185,118,95,TRUE
500,34,"lambda023",0.131346514203743,0.0133831606771772,0.105988427516148,0.13087291824898,0.158586063988387,1.00054965340074,8902.19100233167,0.394,185,118,95,TRUE
500,34,"gamma12",-0.514124150709134,0.0819617555032954,-0.674673812278539,-0.513787212682121,-0.35394682116534,1.00019886872835,7053.86292698842,0.394,185,118,95,TRUE
500,34,"gamma13",0.777014227336096,0.105955793665547,0.569080279950188,0.776942141124936,0.982780580959047,1.00039739752914,4996.21889891576,0.394,185,118,95,TRUE
500,34,"gamma23",0.640831218773858,0.122880181451845,0.398345603088201,0.640668340942495,0.882225937055263,1.00059604267559,9935.38040883928,0.394,185,118,95,TRUE
500,35,"lambda012",0.0800666369668325,0.00614806388270511,0.068452682688504,0.0799061433874302,0.0926043772702973,1.00035981369672,7429.5611625729,0.392,187,117,76,TRUE
500,35,"lambda013",0.0392453865572711,0.00457120399638374,0.0309532617270266,0.0390199328627086,0.0487468537434021,1.00019617423759,4216.55336637133,0.392,187,117,76,TRUE
500,35,"lambda023",0.100436314357605,0.0113691691669765,0.0797178419810622,0.0999418179006873,0.1243155828776,1.00038370014812,9182.0803854565,0.392,187,117,76,TRUE
500,35,"gamma12",-0.455337059464092,0.0750102579675887,-0.601281818868339,-0.455046346804173,-0.309015122515947,1.00039763574799,7819.03208712874,0.392,187,117,76,TRUE
500,35,"gamma13",0.80587469866271,0.100347781740167,0.605195157270244,0.805788140357101,1.00233234586558,1.00023589148314,4160.04195132115,0.392,187,117,76,TRUE
500,35,"gamma23",0.457143983547162,0.118352726003064,0.230549806970518,0.457062751839902,0.687098131970372,1.00026076213705,9525.68415153492,0.392,187,117,76,TRUE
500,36,"lambda012",0.0805691412086215,0.00624251759428158,0.06884381882572,0.080430754103505,0.093118368003578,1.00083631556907,6305.39172789135,0.384,200,108,96,TRUE
500,36,"lambda013",0.0360634052749941,0.00434960558309825,0.027962951590648,0.0359062201026074,0.0449467525000613,1.00044133903475,4214.06737103042,0.384,200,108,96,TRUE
500,36,"lambda023",0.111564873559117,0.0120098144705209,0.0892444369412268,0.111054685511714,0.136153009261498,1.00029104664446,7104.50952925839,0.384,200,108,96,TRUE
500,36,"gamma12",-0.545340439328892,0.0770389944315331,-0.694095224383161,-0.546463580305704,-0.392715123776817,1.00044045189871,5873.86054211112,0.384,200,108,96,TRUE
500,36,"gamma13",0.927574301531092,0.107039193202737,0.71771412376726,0.927717181948496,1.13542623754308,1.00026804688681,4031.75748487032,0.384,200,108,96,TRUE
500,36,"gamma23",0.365183495275946,0.110041009717318,0.149640346774204,0.364831124007628,0.580919068736054,1.00035264029023,7248.15134781164,0.384,200,108,96,TRUE
500,37,"lambda012",0.0664742393425079,0.00570773825913375,0.0556892518776975,0.0663264769608091,0.0779028663039067,1.00024259867797,6329.83163591775,0.428,162,124,64,TRUE
500,37,"lambda013",0.04247978973809,0.0048098250679459,0.0336220107908029,0.0423105283886155,0.0524327974494413,1.0006513014818,4257.77613891044,0.428,162,124,64,TRUE
500,37,"lambda023",0.100328739741351,0.0127346528656606,0.0770472819766324,0.0997639959243417,0.127012813992622,0.99993704175224,8004.10806739613,0.428,162,124,64,TRUE
500,37,"gamma12",-0.51614040124129,0.0857361302642122,-0.683211124380427,-0.515740829505412,-0.350688270948984,1.00028533647575,6427.93423913027,0.428,162,124,64,TRUE
500,37,"gamma13",0.89190206753058,0.0992245791790486,0.694534741118628,0.891213151288966,1.08777019686728,1.00073652273535,4107.08043692577,0.428,162,124,64,TRUE
500,37,"gamma23",0.424246447618426,0.151783245136208,0.126347091144875,0.425948891757563,0.719230505513125,1.00034220354355,7481.85474291669,0.428,162,124,64,TRUE
500,38,"lambda012",0.077127339764613,0.00610665206791994,0.0655852981841132,0.0769524225298218,0.0896487666809788,1.00011750579648,7507.9148368804,0.408,174,122,79,TRUE
500,38,"lambda013",0.0411564181714722,0.00462141585443418,0.0325498144602488,0.0410319184135679,0.0505239059572675,1.00011288224205,4182.40961418374,0.408,174,122,79,TRUE
500,38,"lambda023",0.109552921757819,0.0121845471790995,0.087015815792855,0.109210722822443,0.134715138392596,1.0000581525034,8858.35722440084,0.408,174,122,79,TRUE
500,38,"gamma12",-0.540887923278899,0.0844445542236908,-0.705459294405653,-0.541231110554108,-0.37646389644553,0.99998813080651,7741.94367655031,0.408,174,122,79,TRUE
500,38,"gamma13",0.812608585943964,0.0929625753975484,0.62745124569068,0.813433515756169,0.991503604707829,0.999944824857065,4145.50525557587,0.408,174,122,79,TRUE
500,38,"gamma23",0.424211430117581,0.128018974229007,0.179316793108426,0.422154560221977,0.681441425967484,1.00010340958286,9106.47503112486,0.408,174,122,79,TRUE
500,39,"lambda012",0.0671780009984157,0.00538076688050922,0.0570617215487367,0.0669897912629354,0.077996138610883,1.00038194483432,8295.07002601805,0.412,168,126,77,TRUE
500,39,"lambda013",0.0394153986044748,0.00442727521605787,0.0311821746528524,0.0392412468605076,0.0486030208506376,1.0005112424028,4246.62628871856,0.412,168,126,77,TRUE
500,39,"lambda023",0.134920856850707,0.015075089936859,0.106818770154819,0.134451506748899,0.165690771783639,1.00001388618309,9099.37302693452,0.412,168,126,77,TRUE
500,39,"gamma12",-0.406695381874385,0.0834150022556011,-0.571937668460597,-0.406622102486741,-0.242403229573727,0.999935611714852,7906.45664531035,0.412,168,126,77,TRUE
500,39,"gamma13",0.851372291394148,0.104234811781408,0.64771638906584,0.851958457038762,1.05293505520739,1.00076645706405,4232.62831248678,0.412,168,126,77,TRUE
500,39,"gamma23",0.510082464164345,0.1225390710772,0.273845310828418,0.510085323526809,0.750563272140149,1.00010166232177,8884.67507379224,0.412,168,126,77,TRUE
500,40,"lambda012",0.0734447349895948,0.00588919361160561,0.0622654540445873,0.0732503696180662,0.0853538053439535,1.00011780158431,7145.95932442777,0.384,181,127,66,TRUE
500,40,"lambda013",0.0433425034757724,0.00472335433427323,0.0343706810362964,0.0432317798530109,0.0528403760025934,1.00021746977787,4587.08174752776,0.384,181,127,66,TRUE
500,40,"lambda023",0.0921529853902497,0.011233502506945,0.0715145066005827,0.0916024952588617,0.11577227241253,1.00016173936094,8994.22268928042,0.384,181,127,66,TRUE
500,40,"gamma12",-0.414810233561349,0.0754367422383107,-0.563579125941452,-0.415301276186677,-0.266468060418293,1.00040247644655,7314.34729248437,0.384,181,127,66,TRUE
500,40,"gamma13",0.741857410760216,0.0923997571902998,0.56145014401622,0.741298760071278,0.926115607915899,1.00016302953872,4496.04703573796,0.384,181,127,66,TRUE
500,40,"gamma23",0.463607487224633,0.128658870895075,0.214259950924491,0.463467081581763,0.717818737527002,1.0003711778002,8960.23887769282,0.384,181,127,66,TRUE
500,41,"lambda012",0.0914948710169846,0.00706411034194369,0.0780539623834558,0.0913339289286917,0.105635066014277,1.00002192454981,6608.54821213087,0.348,201,125,75,TRUE
500,41,"lambda013",0.0466216088162331,0.00534653694965187,0.0368249933417183,0.0464193440408245,0.0577088726550742,1.00068395845786,3973.79211867328,0.348,201,125,75,TRUE
500,41,"lambda023",0.0855354906828524,0.00979119858375049,0.0675167160691789,0.0852025453026423,0.105797133905681,1.00093426064611,9149.60780072787,0.348,201,125,75,TRUE
500,41,"gamma12",-0.407421246855154,0.0717494910236318,-0.549561529652937,-0.407486112989603,-0.267310476122345,1.00003301375263,6939.74952245023,0.348,201,125,75,TRUE
500,41,"gamma13",0.908188235410052,0.0995209952483297,0.715729182130705,0.908391215578343,1.10734153124686,1.00066157686589,3947.2853395399,0.348,201,125,75,TRUE
500,41,"gamma23",0.397512407449174,0.10839909845225,0.18559674559028,0.396513356276461,0.612671353691163,1.00020732362997,9334.58785923865,0.348,201,125,75,TRUE
500,42,"lambda012",0.0764110382605587,0.00601987670494395,0.0650430094444424,0.0763419344088909,0.088681799449067,1.00116569011227,7324.36134381915,0.428,182,104,89,TRUE
500,42,"lambda013",0.0383433626230226,0.00439971130927708,0.030243997913295,0.0381411504396848,0.0476113137333774,1.00013282461952,4794.5188480843,0.428,182,104,89,TRUE
500,42,"lambda023",0.121289845181017,0.01288147639474,0.0972370700732883,0.120837331776617,0.147738638513101,0.999947910524044,8585.90747770042,0.428,182,104,89,TRUE
500,42,"gamma12",-0.361913582991259,0.0798552642743895,-0.515179676944233,-0.363259607454739,-0.204015593884174,1.00116010264183,6844.5698411598,0.428,182,104,89,TRUE
500,42,"gamma13",0.77414983222126,0.101709602878075,0.574177855167197,0.774690206465502,0.971674879574692,1.00048412643751,5196.2700808021,0.428,182,104,89,TRUE
500,42,"gamma23",0.273301196700315,0.112621408834185,0.0556934390167366,0.271355251556025,0.497431104004128,1.00013751420752,8157.43982366967,0.428,182,104,89,TRUE
500,43,"lambda012",0.0704941939305519,0.00569296686058492,0.0596725426884161,0.0703013699793297,0.0821296063465757,1.00005897232439,6369.05069554702,0.408,187,109,70,TRUE
500,43,"lambda013",0.039513338631523,0.00430113718052198,0.0316461222124078,0.0393248392910096,0.0483752014235509,1.00018835133222,5621.67459939075,0.408,187,109,70,TRUE
500,43,"lambda023",0.102661076081212,0.0121431217080365,0.0804668728779268,0.102113235653977,0.128375348146357,0.999989757817045,8863.83679900902,0.408,187,109,70,TRUE
500,43,"gamma12",-0.528851541695242,0.0845288553545338,-0.695979963700772,-0.528732257710172,-0.361504767019311,1.0006491378403,6440.89744612058,0.408,187,109,70,TRUE
500,43,"gamma13",0.757455312151873,0.110461166058241,0.539698225908312,0.758035822661845,0.971551552517685,0.999961790432761,5584.44889533375,0.408,187,109,70,TRUE
500,43,"gamma23",0.616673764246117,0.135125911536777,0.351462251667798,0.616794350359482,0.883048728377887,1.00033670204611,9078.11314621462,0.408,187,109,70,TRUE
500,44,"lambda012",0.0766018449386362,0.00616951485091181,0.0648614422707247,0.0764946132635617,0.0889523587725639,1.0003556979913,6895.12414697193,0.362,183,136,86,TRUE
500,44,"lambda013",0.0492111323576393,0.00509700422002773,0.0398366392932551,0.0490241276488833,0.0598613336906261,1.00009137723963,4770.14216118489,0.362,183,136,86,TRUE
500,44,"lambda023",0.116284169272645,0.0125785278644355,0.0928392009053747,0.115827251245986,0.14218621347281,1.00019707213807,8583.41550749543,0.362,183,136,86,TRUE
500,44,"gamma12",-0.576182892591995,0.0766360744613156,-0.72539568942805,-0.576351756722668,-0.424615794231318,0.999920596209268,6770.84218025809,0.362,183,136,86,TRUE
500,44,"gamma13",0.702879766130536,0.0949474666600272,0.514910514942047,0.703317712485533,0.889525727624964,1.00004931230383,5045.3480244097,0.362,183,136,86,TRUE
500,44,"gamma23",0.46747207648095,0.10871798534674,0.249003492452072,0.46808656177221,0.682918327797064,1.00033559285885,8324.30511052594,0.362,183,136,86,TRUE
500,45,"lambda012",0.0721040803758689,0.00581814672529322,0.0611857757682724,0.0718565938646011,0.0839365388107839,1.00098763110626,7247.68383406215,0.406,172,125,77,TRUE
500,45,"lambda013",0.0483144890054727,0.00486935298290787,0.039294643726485,0.048154126705601,0.058308689305671,1.00032380604781,5501.15188310672,0.406,172,125,77,TRUE
500,45,"lambda023",0.110770892497756,0.0127100427083154,0.0872994696457356,0.110180923329706,0.136767557183763,1.00006351419602,9161.65536004672,0.406,172,125,77,TRUE
500,45,"gamma12",-0.502380459095748,0.0867455737871285,-0.669717356067104,-0.503147737774209,-0.330430627385547,1.00045872287199,7324.17776638617,0.406,172,125,77,TRUE
500,45,"gamma13",0.635524894278742,0.0987814139986248,0.445172301063263,0.635070264013123,0.828090063875022,1.00054970203276,5500.04717611475,0.406,172,125,77,TRUE
500,45,"gamma23",0.425091888616457,0.133421067199145,0.166212175205146,0.424849826362853,0.691376488240462,1.00056290590676,8548.80136932114,0.406,172,125,77,TRUE
500,46,"lambda012",0.0834820697599128,0.00629757461931441,0.0716431667292914,0.0833947317953946,0.0959943481750638,1.00016114194674,6576.22555599407,0.34,209,121,82,TRUE
500,46,"lambda013",0.043142396514759,0.00468546763992569,0.0344546371955707,0.0429868889749156,0.0527950951151924,1.00006997621484,5166.67381971391,0.34,209,121,82,TRUE
500,46,"lambda023",0.0962927324338873,0.0106309282191237,0.0767061849188753,0.0958997843299555,0.118186303420573,1.00095788550661,8580.68076938965,0.34,209,121,82,TRUE
500,46,"gamma12",-0.393992090270536,0.075143654980637,-0.542441110573015,-0.393614254759219,-0.249623209713617,1.00023965149558,6861.62246495019,0.34,209,121,82,TRUE
500,46,"gamma13",0.802611845850484,0.0915413609055987,0.623584159654072,0.801133969745079,0.9853596067896,1.00006159620545,5010.9727416153,0.34,209,121,82,TRUE
500,46,"gamma23",0.404102057494741,0.121848118175237,0.162603346003252,0.403697932245645,0.639184821184466,0.999999255990068,8674.1914145567,0.34,209,121,82,TRUE
500,47,"lambda012",0.0814056055601051,0.00658951974043217,0.0690079301444202,0.0812219361051559,0.0949488059287334,1.0000933337051,7187.21838260529,0.372,179,135,73,TRUE
500,47,"lambda013",0.0518620388613891,0.00540240947100877,0.0418878735580841,0.0516948777317624,0.0630450518149929,1.00082552212961,4581.13542473893,0.372,179,135,73,TRUE
500,47,"lambda023",0.101113767796525,0.011582505403552,0.0796265027210334,0.100693425748806,0.125189514976886,1.00029235269994,9472.68248294242,0.372,179,135,73,TRUE
500,47,"gamma12",-0.566484488542016,0.0839560947569178,-0.729925600595088,-0.566821195780165,-0.403099372570875,1.00046608156491,6727.91816615386,0.372,179,135,73,TRUE
500,47,"gamma13",0.748125821038099,0.0975594578294468,0.557388093223387,0.748083547952677,0.938282279747046,1.00073285529096,4556.95974165083,0.372,179,135,73,TRUE
500,47,"gamma23",0.436010284515159,0.125383278569627,0.186454145693044,0.435431242103814,0.679836217414376,1.00022939494636,9069.33058132655,0.372,179,135,73,TRUE
500,48,"lambda012",0.0818159590876902,0.0062099306975306,0.0699681769981323,0.0817764365921013,0.094270852621352,1.00014359551766,6633.32161575533,0.396,201,101,86,TRUE
500,48,"lambda013",0.0353947781257706,0.00422335191045975,0.0274596366022079,0.0352666949148104,0.0440003160953765,1.0003400583985,4757.10047468438,0.396,201,101,86,TRUE
500,48,"lambda023",0.102966111675306,0.0113926668741273,0.0820014434545589,0.102423228495582,0.126519862923078,1.0001924900781,7773.754794709,0.396,201,101,86,TRUE
500,48,"gamma12",-0.478571624260744,0.0731206352616953,-0.622178402529075,-0.477741052976808,-0.336246749335038,1.00004194933198,6743.64547065768,0.396,201,101,86,TRUE
500,48,"gamma13",0.847203857909205,0.0991139465259861,0.652932174992132,0.846719203836035,1.03997695823855,1.00037499504919,4861.52974847878,0.396,201,101,86,TRUE
500,48,"gamma23",0.328665313885097,0.114834391031775,0.104038335409195,0.327600678720716,0.555480072772539,1.00034533154621,8011.63980853361,0.396,201,101,86,TRUE
500,49,"lambda012",0.080767911670033,0.00623399524125023,0.0690286048082155,0.0805863417945691,0.0935507681769309,0.999978222143353,7351.18566075656,0.392,190,114,79,TRUE
500,49,"lambda013",0.036316246630328,0.00434576070196335,0.0283158583358234,0.0361813848309125,0.045312802659669,1.00004829209746,3726.45694626486,0.392,190,114,79,TRUE
500,49,"lambda023",0.119452445763398,0.0134704393659517,0.0944793359234104,0.118909172717975,0.147208605590846,1.00001004032444,8510.89485032999,0.392,190,114,79,TRUE
500,49,"gamma12",-0.4981456802821,0.0754811483173979,-0.645663303728252,-0.498154916050428,-0.350581695461459,1.00085426997721,6393.43067621337,0.392,190,114,79,TRUE
500,49,"gamma13",0.852546707792858,0.0921158632804398,0.671615451868139,0.85188934997138,1.03363202503305,0.999953297977013,3646.48008384151,0.392,190,114,79,TRUE
500,49,"gamma23",0.688141118721829,0.136835248395392,0.419413003842537,0.687357552015852,0.955281664591396,1.00002657137429,9070.85410202663,0.392,190,114,79,TRUE
500,50,"lambda012",0.0829151490703399,0.0066416056075955,0.0702175409869773,0.0827071599068468,0.0965531120599696,1.00049939356973,7330.30395592873,0.412,179,115,70,TRUE
500,50,"lambda013",0.0474607440841899,0.00514816968450145,0.0380499271435884,0.0472668801753525,0.0581463940354146,1.00103310068495,5343.95448024935,0.412,179,115,70,TRUE
500,50,"lambda023",0.0977585319495399,0.0119164738560836,0.0757900901293736,0.09722349379121,0.122733122535054,1.00020843224089,8118.40017145997,0.412,179,115,70,TRUE
500,50,"gamma12",-0.513452363265438,0.0809474163734218,-0.669048586642504,-0.514843716178576,-0.35345037893315,0.999985308560277,7142.03084169073,0.412,179,115,70,TRUE
500,50,"gamma13",0.597692620545891,0.098308023536772,0.406700287961597,0.597733820583842,0.788890807849592,1.00036779146475,5402.38607563615,0.412,179,115,70,TRUE
500,50,"gamma23",0.399716493306084,0.129455377361622,0.146930054615751,0.399285383992726,0.652388716584982,1.00050510343282,8591.80700971533,0.412,179,115,70,TRUE
500,51,"lambda012",0.0824956380119484,0.00655302237856442,0.0700568788476461,0.0823191991603068,0.0958289763625501,1.00022260862367,6144.28419463499,0.392,190,114,67,TRUE
500,51,"lambda013",0.0442183442039839,0.00492915995245442,0.035112609026466,0.0440098035221909,0.0543791437915695,1.00112691190973,4901.21817781581,0.392,190,114,67,TRUE
500,51,"lambda023",0.0891608347751972,0.0110191875684451,0.0689404075798202,0.0887051850141228,0.111863179932981,1.00004540406086,8564.38324189192,0.392,190,114,67,TRUE
500,51,"gamma12",-0.553192962661134,0.0805754853885815,-0.710570266828878,-0.552695481658449,-0.394870442032467,1.00122930439464,6250.59876938965,0.392,190,114,67,TRUE
500,51,"gamma13",0.743210123671319,0.0973913243613502,0.549281758030272,0.743608891384441,0.936525485340916,1.00048437410457,4754.10648038121,0.392,190,114,67,TRUE
500,51,"gamma23",0.501158602396791,0.138607045796503,0.234802856061113,0.500019983852254,0.774972764668707,1.00006200144745,9228.18370016863,0.392,190,114,67,TRUE
500,52,"lambda012",0.0760835169719074,0.00610058514684455,0.0646747743480362,0.0759260783104635,0.0884998618579055,1.00120984482752,6386.93723958985,0.388,191,115,88,TRUE
500,52,"lambda013",0.0407350610833827,0.00460044871801741,0.0320938562599628,0.04062153069108,0.0501912371926562,1.00097075705364,4540.64772863755,0.388,191,115,88,TRUE
500,52,"lambda023",0.126935167840231,0.0138142431931422,0.101183932643981,0.126463680101896,0.155320283312075,1.0003380324827,7746.05174672945,0.388,191,115,88,TRUE
500,52,"gamma12",-0.569683916253671,0.0778889997408392,-0.719518327392166,-0.569984108270701,-0.416797889210858,1.0002341726644,6454.60072166629,0.388,191,115,88,TRUE
500,52,"gamma13",0.749355015635069,0.10210133428355,0.550677252489021,0.748456441867116,0.949474377438592,1.00118389984529,4524.67988565487,0.388,191,115,88,TRUE
500,52,"gamma23",0.494366419008522,0.110950043701255,0.277848547235071,0.494585104937465,0.711746398145017,1.00026061035656,8591.43750392988,0.388,191,115,88,TRUE
500,53,"lambda012",0.0760898269883436,0.0061570141545172,0.0647157500151406,0.0759144508959662,0.0885646136970062,1.00005890483278,6635.87979689484,0.4,185,115,74,TRUE
500,53,"lambda013",0.0434046195039237,0.00473301426736005,0.0346670116389406,0.0432768712577931,0.0528587038212064,1.00022812699548,5336.20052839828,0.4,185,115,74,TRUE
500,53,"lambda023",0.122339428717301,0.0140745576881077,0.0960742003723558,0.121909723438424,0.151633650570181,1.00000185228057,9671.71044705984,0.4,185,115,74,TRUE
500,53,"gamma12",-0.422251995034954,0.0817993920615903,-0.583602638604183,-0.422215223435414,-0.261181061097814,1.00006723299115,7031.88893256238,0.4,185,115,74,TRUE
500,53,"gamma13",0.80526811988756,0.0972600401814996,0.612740490502601,0.8055797688821,0.997071228635846,1.00045307233929,5129.91952539446,0.4,185,115,74,TRUE
500,53,"gamma23",0.80006632758943,0.122417124286701,0.557143287319644,0.801760082756829,1.03364257496349,1.0001125754376,9398.14786524,0.4,185,115,74,TRUE
500,54,"lambda012",0.0800443537715945,0.00633730885511205,0.0679873222064805,0.0799400841266379,0.0928136493272598,1.00064396967844,5893.70822091697,0.39,196,109,84,TRUE
500,54,"lambda013",0.0416462992881884,0.00465654315038678,0.0330254961137104,0.041498233946834,0.0512514499111526,1.00013198786375,4858.43485849434,0.39,196,109,84,TRUE
500,54,"lambda023",0.118302695657584,0.0131935487436114,0.093961957300452,0.117761196355326,0.145685937569375,1.00007034448823,7834.9782606794,0.39,196,109,84,TRUE
500,54,"gamma12",-0.469585054980396,0.0753093696754116,-0.617172965524753,-0.469592592654684,-0.318610606049256,1.00113445335408,6020.76209010975,0.39,196,109,84,TRUE
500,54,"gamma13",0.765767032272551,0.0988005255858534,0.570399681447403,0.76551522168444,0.95635953355428,1.00007623137334,5102.41766284593,0.39,196,109,84,TRUE
500,54,"gamma23",0.415785319577632,0.113023739980628,0.192802910904994,0.416420856046487,0.635131018659171,1.00087855961361,7522.59670358823,0.39,196,109,84,TRUE
500,55,"lambda012",0.0775979522861675,0.00626239421791239,0.065705021350231,0.0774464785183511,0.0902482902085593,1.00059323808838,6173.01241792509,0.39,186,119,89,TRUE
500,55,"lambda013",0.0442843372277197,0.00490121876011631,0.0351897227022922,0.0441223793730261,0.0542520757111715,1.00032732148351,4658.10356551265,0.39,186,119,89,TRUE
500,55,"lambda023",0.12652922294308,0.0137284266094226,0.101148435506849,0.126128968677803,0.154780290756382,1.00020735298692,8239.14065593467,0.39,186,119,89,TRUE
500,55,"gamma12",-0.473094207763094,0.0785425617425859,-0.628434647275417,-0.472666107626229,-0.319562824878518,1.00186184163456,5879.20276569023,0.39,186,119,89,TRUE
500,55,"gamma13",0.783336918126282,0.109348262394854,0.571110276544991,0.782431632329926,1.00120841486789,1.00029040621727,4722.60632481078,0.39,186,119,89,TRUE
500,55,"gamma23",0.466073647632136,0.121031660390994,0.230476336649732,0.465975973901963,0.705751994539449,1.00036817256792,8453.31606924616,0.39,186,119,89,TRUE
500,56,"lambda012",0.0804592713077115,0.00634562796430716,0.0683841441794123,0.0803161952434152,0.0933597827904466,1.00072952717082,7468.41325743582,0.386,184,123,71,TRUE
500,56,"lambda013",0.0462228288805682,0.0049483928697814,0.0371240492737976,0.046087597035863,0.0564416198382402,1.00082646415558,4802.12960245233,0.386,184,123,71,TRUE
500,56,"lambda023",0.092729869955826,0.0109040736827934,0.0726132666158211,0.0922736929421347,0.11524492842226,1.00034979574583,9470.50931451917,0.386,184,123,71,TRUE
500,56,"gamma12",-0.52596915404542,0.0730268596429747,-0.66955665093896,-0.525964389284356,-0.382293331077167,1.00005408014192,7275.75314877575,0.386,184,123,71,TRUE
500,56,"gamma13",0.585489854399337,0.0915749004410443,0.408759009770772,0.585310011668541,0.764693637743778,1.00071897079662,4775.01601686265,0.386,184,123,71,TRUE
500,56,"gamma23",0.656887356418981,0.129604090092533,0.406938366391179,0.656436493171018,0.913279781430336,1.00018687119896,9085.89206272513,0.386,184,123,71,TRUE
500,57,"lambda012",0.0694601298885579,0.00590248802591439,0.0585733095389569,0.069242194228753,0.0814312388781116,1.00053211196909,5546.66863202869,0.382,187,122,76,TRUE
500,57,"lambda013",0.041694118963228,0.00462830201409473,0.0331343908663409,0.0415467316257045,0.0512105855591153,1.00100290293226,4239.86202290666,0.382,187,122,76,TRUE
500,57,"lambda023",0.090461620844296,0.0111396853123096,0.0701391052681648,0.0899001188261217,0.113926387015456,1.00013793950754,6699.08538963587,0.382,187,122,76,TRUE
500,57,"gamma12",-0.624057681160166,0.0808650951085043,-0.782288415824337,-0.623399881970229,-0.465723328592354,1.00061351439095,5663.64218916654,0.382,187,122,76,TRUE
500,57,"gamma13",0.837389860870158,0.0955166200001541,0.65020521884224,0.836772132419678,1.02524007589747,1.00102232391785,4314.75421217929,0.382,187,122,76,TRUE
500,57,"gamma23",0.283735635667982,0.121000086593087,0.0510979517251845,0.283866285821166,0.519000338196514,1.00040926212418,6422.89170679284,0.382,187,122,76,TRUE
500,58,"lambda012",0.0706951970909562,0.0059092624705503,0.0594161387616138,0.0705823174876531,0.0826872632427645,1.00042214990349,6742.61381345062,0.424,171,117,68,TRUE
500,58,"lambda013",0.0419025564696458,0.0046661238878388,0.0332304349032345,0.0417875366391721,0.0514619375060457,1.00027303366936,4570.39310228861,0.424,171,117,68,TRUE
500,58,"lambda023",0.10638494758041,0.012828300061499,0.0821914310482659,0.106036021630142,0.132877243030224,1.00003764981198,8678.92327715231,0.424,171,117,68,TRUE
500,58,"gamma12",-0.507102647845799,0.0821491764489945,-0.668501806615138,-0.506008625777256,-0.34807453162211,1.00001808010929,6713.65520854388,0.424,171,117,68,TRUE
500,58,"gamma13",0.735501202747179,0.0983444927846522,0.543957160586213,0.735750503704204,0.92392507811788,1.00009812187012,4616.4292601859,0.424,171,117,68,TRUE
